BookingID,roomCount,type,BookingPrice,numberOfBookedNights,numberOfReviews,hasFreeCancellation,cancelled
1336,4,HOTEL,100,3,27,0,0
1337,1,HOTEL,98,2,45,0,0
1338,1,HOTEL,101,1,45,0,0
1339,2,HOTEL_RESORT,105,2,34,0,0
1340,1,HOTEL,94,4,27,0,1
1341,1,HOTEL,93,1,50,0,0
1342,1,APARTMENT,93,1,27,0,1
1343,1,HOTEL,96,1,27,1,1
1344,1,HOTEL,97,1,96,1,0
1345,1,APARTMENT,253,28,22,0,1
1346,1,HOTEL,97,2,146,1,1
1347,2,HOTEL,112,4,25,0,0
1348,1,APART_HOTEL,93,1,71,1,0
1349,1,HOTEL,96,2,401,0,0
1350,1,HOTEL,91,1,25,0,0
1351,1,UNKNOWN,103,4,22,0,1
1352,1,HOTEL_RESORT,122,7,25,0,0
1353,1,HOTEL,105,2,56,0,1
1354,1,HOTEL,101,3,27,0,0
1355,1,HOTEL,91,1,42,0,0
1356,1,HOTEL,91,1,34,0,0
1357,2,HOTEL,91,3,25,0,0
1358,1,HOTEL,91,1,88,0,0
1359,1,HOTEL,101,1,62,0,0
1360,1,HOTEL,94,1,204,0,1
1361,1,HOTEL,93,1,74,0,0
1362,1,HOTEL,90,1,45,0,0
1363,1,HOTEL,90,1,132,1,1
1364,1,HOTEL,90,1,39,1,0
1365,1,HOTEL_RESORT,100,1,108,0,0
1366,1,HOTEL,94,1,35,0,0
1367,2,HOTEL,91,1,108,1,0
1368,1,HOTEL,98,10,22,0,0
1369,1,HOTEL_RESORT,94,4,112,0,1
1370,2,HOTEL,123,4,35,0,0
1371,1,HOTEL,111,3,39,0,0
1372,2,SUITE,121,3,35,1,0
1373,1,HOTEL,105,1,35,0,0
1374,1,HOTEL,91,1,66,0,1
1375,2,VILLA,170,2,27,0,1
1376,1,HOTEL,90,1,71,0,1
1377,1,APART_HOTEL,100,2,27,0,1
1378,1,HOTEL,103,3,45,1,1
1379,1,HOTEL,125,4,84,0,0
1380,1,HOTEL,100,12,25,0,0
1381,2,HOTEL,93,2,25,0,0
1382,1,HOTEL,100,2,100,0,0
1383,1,SUITE,96,2,45,1,1
1384,1,HOTEL,96,1,25,0,1
1385,2,HOTEL,126,8,47,1,1
1386,1,HOTEL,93,2,141,0,0
1387,1,HOTEL,90,1,30,0,0
1388,1,VILLA,94,1,42,0,1
1389,3,HOTEL,105,3,27,0,0
1390,6,SUITE,197,2,25,0,0
1391,1,HOTEL,132,8,35,1,1
1392,5,HOTEL,215,5,27,1,0
1393,1,UNKNOWN,93,2,22,0,0
1394,2,HOTEL,94,2,27,0,1
1395,2,APARTMENT,111,4,25,0,0
1396,1,SUITE,121,3,42,0,1
1397,3,HOTEL,156,1,25,0,0
1398,1,HOTEL,93,1,25,0,0
1399,1,HOTEL,96,1,146,1,0
1400,1,HOTEL,97,5,50,0,0
1401,1,APARTMENT,134,3,22,0,0
1402,1,HOTEL,93,1,71,0,0
1403,1,UNKNOWN,97,2,88,0,0
1404,1,HOTEL,94,1,204,0,1
1405,1,HOTEL,96,1,84,0,0
1406,2,HOTEL,93,1,22,0,1
1407,1,UNKNOWN,93,1,39,0,0
1408,2,APART_HOTEL,108,2,113,1,1
1409,1,APARTMENT,91,1,30,1,1
1410,1,HOTEL,132,7,96,0,1
1411,1,HOTEL,94,1,35,0,0
1412,1,HOTEL,107,4,39,0,0
1413,1,HOTEL,91,1,112,0,1
1414,1,HOTEL,98,2,27,0,0
1415,2,HOTEL,101,4,56,1,1
1416,1,HOTEL,286,10,59,0,0
1417,1,HOTEL,100,2,22,0,0
1418,1,HOTEL,105,3,34,0,1
1419,1,HOTEL,91,1,76,0,0
1420,1,UNKNOWN,112,2,25,0,0
1421,1,SUITE,90,1,59,1,0
1422,1,HOTEL,96,1,113,0,1
1423,1,HOTEL,91,1,91,0,0
1424,1,APART_HOTEL,103,2,74,1,1
1425,2,HOTEL,104,2,30,0,0
1426,1,HOTEL,98,3,66,0,0
1427,2,HOTEL,98,2,22,0,0
1428,1,HOTEL,98,5,30,0,0
1429,1,HOTEL,100,2,161,1,0
1430,3,HOTEL,172,6,62,1,1
1431,1,HOTEL,93,2,71,0,1
1432,1,HOTEL,94,4,30,0,0
1433,1,HOTEL,94,2,66,0,0
1434,1,HOTEL,94,10,62,0,0
1435,1,HOTEL,93,3,39,0,0
1436,1,HOTEL,91,1,74,0,0
1437,1,HOTEL,109,2,166,0,1
1438,1,HOTEL,100,2,25,0,0
1439,1,HOTEL_RESORT,91,1,249,0,0
1440,1,HOTEL,127,6,35,1,0
1441,1,HOTEL_RESORT,101,1,35,1,0
1442,1,HOTEL,90,1,112,1,0
1443,1,HOTEL,96,1,66,1,1
1444,1,UNKNOWN,141,1,30,0,1
1445,2,HOTEL,55098,5,22,0,0
1446,2,HOTEL,100,3,137,0,1
1447,1,HOTEL,93,3,25,0,0
1448,1,HOTEL,17380,1,27,0,0
1449,1,HOTEL_RESORT,91,1,35,0,0
1450,1,HOTEL,98,6,27,0,0
1451,1,HOTEL,97,2,76,0,0
1452,1,HOTEL,97,2,62,0,1
1453,2,HOTEL,129,4,25,0,0
1454,1,HOTEL,96,7,34,0,0
1455,1,HOTEL,93,5,34,0,0
1456,1,HOTEL,108,3,79,0,0
1457,1,APARTMENT,93,3,84,1,0
1458,1,HOTEL,165,4,34,0,0
1459,1,HOTEL,94,4,50,0,0
1460,1,APARTMENT,90,1,25,0,0
1461,1,HOTEL,93,5,42,1,1
1462,1,HOTEL,93,1,45,0,0
1463,2,HOTEL,104,2,30,0,1
1464,1,HOTEL,163,26,103,1,1
1465,1,APART_HOTEL,115,7,34,0,0
1466,1,HOTEL,91,1,34,0,1
1467,1,HOTEL,111,2,30,1,1
1468,1,VILLA,109,4,22,0,0
1469,1,HOTEL_RESORT,97,2,108,0,1
1470,1,HOTEL,101,4,93,0,1
1471,1,SUITE,93,1,45,1,0
1472,1,UNKNOWN,93,3,30,0,1
1473,1,SUITE,94,1,45,1,1
1474,1,HOTEL,109,20,22,0,1
1475,1,HOTEL,91,1,34,0,0
1476,1,HOTEL,96,1,96,1,1
1477,1,HOTEL,90,1,30,1,0
1478,1,HOTEL,96,1,113,0,1
1479,1,UNKNOWN,93,2,59,0,0
1480,1,HOTEL,101,3,45,1,1
1481,1,APARTMENT,121,4,34,0,0
1482,1,UNKNOWN,112,1,39,0,0
1483,1,UNKNOWN,94,1,27,0,1
1484,1,APARTMENT,94,3,35,0,1
1485,1,ALL_INCLUSIVE,94,3,25,0,0
1486,2,HOTEL,100,1,91,0,1
1487,1,APART_HOTEL,94,3,25,0,0
1488,1,APART_HOTEL,98,2,113,1,0
1489,1,HOTEL,94,2,88,1,1
1490,1,HOTEL,91,1,183,1,0
1491,1,HOTEL,105,3,35,1,0
1492,1,HOTEL,91,1,56,1,1
1493,1,HOTEL,93,1,71,1,0
1494,1,HOTEL,96,4,27,0,0
1495,1,HOTEL,104,3,34,0,0
1496,1,HOTEL,96,1,34,0,0
1497,1,HOTEL,91,1,108,0,1
1498,1,HOTEL,91,1,84,0,0
1499,1,HOTEL,96,12,25,0,0
1500,3,HOTEL,115,2,39,0,0
1501,1,HOTEL,93,2,22,0,1
1502,2,HOTEL,90,1,25,0,1
1503,1,HOTEL,96,6,22,0,1
1504,1,HOTEL,94,2,22,0,0
1505,1,HOTEL,93,1,30,1,0
1506,1,APART_HOTEL,91,4,25,0,0
1507,1,APART_HOTEL,139,10,27,0,1
1508,1,HOTEL,97,2,93,0,0
1509,1,HOTEL,111,4,74,0,1
1510,1,HOTEL,93,1,39,0,0
1511,1,HOTEL_RESORT,103,1,25,0,1
1512,1,HOTEL,94,1,25,0,0
1513,1,APARTMENT,90,1,22,0,0
1514,1,UNKNOWN,96,1,34,0,1
1515,2,HOTEL,114,3,54,1,0
1516,2,HOTEL,94,1,88,1,0
1517,1,APART_HOTEL,94,1,54,1,1
1518,2,APART_HOTEL,107,2,30,0,0
1519,1,SUITE,94,1,68,1,1
1520,1,HOTEL,94,2,74,0,0
1521,1,HOTEL,90,1,25,0,0
1522,1,HOTEL,93,1,39,0,0
1523,1,HOTEL,105,3,22,0,1
1524,1,HOTEL,103,11,35,0,1
1525,1,HOTEL,103,3,22,0,0
1526,1,HOTEL,93,1,137,0,1
1527,1,UNKNOWN,91,3,62,0,1
1528,1,HOTEL,126,2,47,0,1
1529,1,HOTEL,91,2,30,0,1
1530,2,ALL_INCLUSIVE,98,5,25,0,0
1531,1,HOTEL_RESORT,90,1,25,0,0
1532,1,HOTEL,111,5,45,0,1
1533,2,HOTEL,114,1,35,0,0
1534,1,HOTEL,93,1,56,1,1
1535,1,HOTEL,91,1,88,1,1
1536,1,VILLA,111,5,22,0,1
1537,1,HOTEL,97,1,166,0,1
1538,1,HOTEL,108,4,22,0,1
1539,1,HOTEL,93,1,175,0,1
1540,2,HOTEL,93,3,62,0,0
1541,1,HOTEL,91,1,59,0,0
1542,1,HOTEL,94,6,22,0,0
1543,1,HOTEL,91,1,25,0,0
1544,1,HOTEL,100,2,34,1,0
1545,1,HOTEL,111,2,35,0,0
1546,1,HOTEL,94,1,62,0,0
1547,2,HOTEL,97,2,103,0,0
1548,1,HOTEL,96,1,34,0,1
1549,2,HOTEL,116,2,161,1,1
1550,1,HOTEL,93,1,27,0,0
1551,1,VILLA,101,1,22,1,1
1552,1,APART_HOTEL,98,2,108,1,1
1553,1,HOTEL,101,1,71,0,0
1554,1,HOTEL,91,1,50,0,0
1555,1,HOSTEL_BACKPACKER_ACCOMMODATION,91,2,22,0,1
1556,1,HOTEL,94,1,76,0,1
1557,1,HOTEL,93,1,220,0,0
1558,1,HOTEL,94,1,30,0,0
1559,2,APART_HOTEL,119,3,79,1,1
1560,1,SUITE,108,2,62,0,0
1561,1,HOTEL,94,6,62,1,1
1562,1,UNKNOWN,90,1,22,0,0
1563,1,APART_HOTEL,94,2,59,0,1
1564,1,HOTEL,93,1,74,1,1
1565,1,HOTEL,96,1,34,0,0
1566,1,APART_HOTEL,94,1,45,1,1
1567,1,HOTEL,94,2,27,1,0
1568,1,HOTEL,98,1,25,0,0
1569,1,HOTEL,100,6,39,0,0
1570,1,HOTEL,97,2,62,0,0
1571,1,HOTEL,91,1,35,1,1
1572,1,HOTEL,104,2,39,1,1
1573,1,APART_HOTEL,91,3,35,1,1
1574,2,HOTEL,163,5,45,0,1
1575,1,HOTEL,116,7,74,0,0
1576,1,HOTEL,91,1,22,0,0
1577,1,HOTEL,97,2,84,0,1
1578,1,HOTEL,90,1,22,0,0
1579,1,HOTEL_RESORT,103,4,30,1,0
1580,1,HOTEL,121,1,27,0,0
1581,1,HOTEL,101,2,204,0,0
1582,1,HOTEL,97,1,42,0,1
1583,1,HOTEL,93,3,76,0,0
1584,1,HOTEL,105,2,45,1,1
1585,1,HOTEL,91,2,22,0,0
1586,2,HOTEL,104,2,35,0,0
1587,1,APART_HOTEL,93,3,25,0,0
1588,1,HOTEL_RESORT,342,12,35,0,0
1589,2,HOTEL,94,2,84,1,0
1590,1,SUITE,115,3,27,0,1
1591,1,UNKNOWN,93,4,27,0,0
1592,1,HOTEL,103,2,146,1,1
1593,1,VILLA,116,4,142,0,0
1594,1,HOTEL_RESORT,114,7,22,0,0
1595,1,HOTEL,94,1,22,0,0
1596,1,SUITE,94,1,27,0,1
1597,1,HOTEL,97,7,22,0,0
1598,1,SUITE,93,10,42,1,1
1599,1,HOTEL,91,2,45,0,1
1600,1,APART_HOTEL,90,1,47,1,0
1601,1,HOTEL_RESORT,163,3,178,1,0
1602,1,HOTEL,90,1,39,0,0
1603,1,APART_HOTEL,96,2,47,0,0
1604,1,HOTEL,91,2,27,0,1
1605,1,HOTEL,93,7,22,1,0
1606,1,HOTEL,115,1,22,0,0
1607,1,SUITE,198,10,54,1,1
1608,1,HOTEL,94,1,120,0,0
1609,2,HOTEL,105,1,166,0,0
1610,1,HOTEL,93,1,84,0,0
1611,1,HOTEL,94,2,27,0,0
1612,1,HOTEL,100,1,112,0,0
1613,1,UNKNOWN,93,1,27,1,0
1614,1,HOTEL,116,3,76,0,1
1615,1,HOTEL,91,3,30,0,1
1616,1,UNKNOWN,90,1,54,0,0
1617,1,APARTMENT,100,3,25,1,1
1618,1,HOTEL_RESORT,111,1,45,0,0
1619,1,HOTEL,94,1,74,1,0
1620,2,HOTEL,103,5,22,0,0
1621,1,APARTMENT,91,2,25,1,1
1622,1,HOTEL,107,3,120,0,1
1623,2,HOTEL,19572,1,25,0,0
1624,1,HOTEL,111,3,166,0,0
1625,1,HOTEL,91,2,27,0,1
1626,1,HOTEL,101,5,22,0,1
1627,1,HOTEL,93,2,45,0,0
1628,1,HOTEL,115,3,25,0,0
1629,1,HOTEL,94,2,25,0,0
1630,1,HOTEL,90,1,27,0,0
1631,1,SUITE,98,2,68,1,1
1632,1,HOTEL_RESORT,93,1,34,0,0
1633,2,HOTEL,93,1,108,0,1
1634,1,UNKNOWN,115,4,22,0,0
1635,1,HOTEL,90,1,141,0,0
1636,1,UNKNOWN,103,15,22,0,0
1637,1,HOTEL,94,1,34,0,0
1638,2,APART_HOTEL,136,6,22,0,0
1639,1,HOTEL_RESORT,116,6,25,0,0
1640,1,HOTEL_RESORT,94,2,34,0,0
1641,1,HOTEL,103,1,42,0,0
1642,1,HOTEL,93,1,56,0,1
1643,2,HOTEL,156,4,27,1,0
1644,1,HOTEL,93,1,42,0,0
1645,5,HOTEL,116,5,25,0,1
1646,1,APART_HOTEL,168,7,25,0,1
1647,1,HOTEL,96,4,54,0,1
1648,3,HOTEL,12837,1,22,0,0
1649,1,HOTEL,111,4,25,0,1
1650,1,HOTEL,97,1,30,1,0
1651,3,HOTEL,186,15,22,0,0
1652,2,HOTEL,103,1,66,0,0
1653,1,APART_HOTEL,103,8,74,1,0
1654,1,HOTEL,100,8,22,0,1
1655,2,HOTEL,96,1,103,0,1
1656,1,HOTEL,91,3,27,0,1
1657,1,HOTEL,97,1,50,0,0
1658,1,HOTEL,91,2,22,0,0
1659,1,HOTEL,94,1,42,0,0
1660,1,HOTEL,94,1,220,0,1
1661,1,HOTEL,93,1,34,0,0
1662,1,HOTEL,98,4,47,1,1
1663,2,HOTEL,139,4,71,0,1
1664,1,HOTEL,94,1,249,0,0
1665,1,HOTEL,90,2,59,0,0
1666,1,APART_HOTEL,100,1,79,1,1
1667,1,HOTEL,96,1,45,1,0
1668,2,APARTMENT,101,2,22,1,1
1669,1,HOTEL,93,1,27,0,0
1670,1,UNKNOWN,93,4,62,0,0
1671,1,UNKNOWN,144,4,27,0,0
1672,1,HOTEL,91,3,79,0,1
1673,1,HOTEL,100,7,74,0,0
1674,1,HOTEL,93,3,22,0,0
1675,2,APART_HOTEL,116,6,45,1,0
1676,1,HOTEL,91,1,25,0,0
1677,2,HOTEL,103,2,45,0,1
1678,1,UNKNOWN,91,2,54,0,0
1679,2,HOTEL,93,1,27,1,0
1680,1,UNKNOWN,143,3,34,0,0
1681,1,HOTEL_RESORT,94,1,30,0,0
1682,2,HOTEL,112,3,66,0,0
1683,1,HOTEL,94,3,34,0,0
1684,1,HOTEL,94,3,27,1,0
1685,2,HOTEL,118,5,27,0,0
1686,1,APART_HOTEL,93,1,50,1,1
1687,2,HOTEL,100,1,47,0,1
1688,1,HOTEL_RESORT,91,1,50,0,0
1689,5,HOTEL,118,1,68,0,1
1690,1,HOTEL,100,2,151,0,0
1691,2,HOTEL,123,4,124,0,0
1692,1,HOTEL,93,2,25,0,0
1693,1,HOTEL,94,1,45,0,0
1694,1,HOTEL,93,5,54,0,0
1695,1,HOTEL,96,2,204,0,1
1696,2,HOTEL_RESORT,94,2,249,0,1
1697,2,HOTEL,127,6,103,1,1
1698,1,HOTEL,96,1,68,0,0
1699,1,HOTEL,97,1,34,0,0
1700,2,HOTEL,111,2,47,1,1
1701,1,HOTEL,96,1,30,1,1
1702,1,HOTEL,105,4,74,1,1
1703,2,HOTEL,91,1,25,0,0
1704,1,APART_HOTEL,94,1,22,0,0
1705,1,HOTEL,100,28,25,0,1
1706,3,HOTEL,132,3,54,0,0
1707,1,HOTEL,98,1,68,1,0
1708,1,HOTEL,134,7,39,0,0
1709,1,HOTEL,109,4,79,0,1
1710,1,APART_HOTEL,98,9,27,0,1
1711,1,APARTMENT,96,2,79,0,0
1712,1,APART_HOTEL,103,3,22,0,1
1713,1,APARTMENT,111,2,35,0,1
1714,1,HOTEL,94,3,47,1,1
1715,1,HOTEL,96,3,39,0,0
1716,1,HOTEL,104,4,220,0,1
1717,1,HOTEL,97,1,39,1,0
1718,3,HOTEL,101,2,401,0,0
1719,1,HOTEL,91,1,56,0,0
1720,1,HOTEL,100,2,30,0,0
1721,1,UNKNOWN,134,2,25,1,0
1722,1,HOTEL,96,1,25,0,0
1723,1,HOTEL,101,5,22,0,1
1724,1,HOTEL,93,1,84,0,1
1725,1,HOTEL,91,2,27,0,0
1726,1,APART_HOTEL,134,8,30,0,0
1727,1,HOTEL,91,2,22,0,0
1728,2,HOTEL,123,4,35,0,0
1729,1,HOTEL,93,1,27,0,0
1730,1,HOTEL_RESORT,127,1,178,1,0
1731,1,HOTEL,91,1,25,0,1
1732,1,HOTEL,119,3,96,0,0
1733,1,HOTEL,94,7,25,0,0
1734,1,HOTEL,96,2,30,0,0
1735,1,UNKNOWN,46082,2,22,0,0
1736,1,HOTEL,93,1,35,0,0
1737,3,HOTEL,104,1,39,1,1
1738,2,HOTEL,111,3,27,0,1
1739,1,APARTMENT,91,2,84,1,0
1740,1,HOTEL,91,2,62,0,0
1741,1,HOTEL,94,1,25,1,1
1742,1,UNKNOWN,90,1,54,0,1
1743,1,HOTEL,96,1,42,0,0
1744,1,HOTEL,96,3,76,0,0
1745,1,HOTEL,100,2,27,0,0
1746,1,UNKNOWN,96,6,34,0,1
1747,1,HOTEL,93,1,71,0,1
1748,1,HOTEL,96,1,25,0,0
1749,2,HOTEL,118,2,108,0,0
1750,1,HOTEL,91,1,27,0,0
1751,2,HOTEL,97,7,34,1,1
1752,1,HOTEL,97,1,71,0,0
1753,1,HOTEL,140,9,45,0,1
1754,1,HOTEL,103,3,25,0,0
1755,1,HOTEL_RESORT,93,1,35,0,0
1756,1,APARTMENT,94,1,79,0,0
1757,1,HOTEL,107,3,35,0,0
1758,1,HOTEL,114,2,30,0,1
1759,1,UNKNOWN,112,1,39,0,0
1760,1,HOTEL,97,2,166,0,0
1761,1,HOTEL,91,3,54,0,1
1762,1,HOTEL,148,4,84,0,0
1763,2,APART_HOTEL,159,6,56,0,0
1764,1,HOTEL,96,2,35,0,1
1765,1,HOTEL,91,1,137,0,0
1766,1,HOTEL,93,1,93,0,1
1767,2,HOTEL,93,2,22,0,0
1768,2,APART_HOTEL,96,1,50,1,1
1769,1,HOTEL,91,1,22,0,0
1770,1,HOTEL,90,1,108,1,0
1771,1,HOTEL,109,3,71,1,0
1772,1,HOTEL,91,2,34,0,0
1773,1,HOTEL,97,9,22,0,1
1774,1,HOTEL,91,2,141,0,1
1775,1,HOTEL,91,1,141,0,0
1776,3,APART_HOTEL,93,2,93,0,1
1777,1,HOTEL_RESORT,103,1,108,0,1
1778,1,HOTEL,107,3,108,0,0
1779,1,HOTEL,93,1,105,1,0
1780,5,HOTEL,101,2,30,0,1
1781,1,UNKNOWN,91,1,34,1,0
1782,1,HOTEL,134,4,34,0,1
1783,3,RYOKAN,1336,1,22,0,1
1784,1,UNKNOWN,114,2,30,0,0
1785,1,HOTEL,94,4,45,0,0
1786,1,UNKNOWN,91,4,22,0,0
1787,1,HOTEL,173,12,27,0,1
1788,1,HOTEL,101,3,42,0,1
1789,1,HOTEL,93,3,25,0,0
1790,1,HOTEL,97,4,25,0,0
1791,1,APART_HOTEL,100,2,39,1,0
1792,1,HOTEL,90,1,132,1,0
1793,1,HOTEL,103,2,34,0,0
1794,1,HOTEL,93,3,66,0,0
1795,1,APART_HOTEL,96,5,34,0,0
1796,2,HOTEL,93,2,27,0,0
1797,1,APART_HOTEL,93,1,76,1,0
1798,2,HOTEL,118,5,22,0,1
1799,1,HOTEL,91,1,22,0,1
1800,1,HOTEL_RESORT,104,1,108,0,0
1801,2,UNKNOWN,103,2,39,0,0
1802,1,APARTMENT,90,1,34,0,0
1803,1,HOTEL,91,1,137,0,1
1804,1,HOTEL,91,1,141,0,1
1805,1,HOTEL,91,2,22,0,1
1806,1,HOTEL,96,1,100,0,1
1807,1,HOTEL,98,1,166,0,0
1808,1,HOTEL,96,2,66,0,0
1809,2,HOTEL,136,3,166,0,0
1810,1,HOTEL,105,2,74,0,0
1811,1,HOTEL,104,1,35,0,0
1812,1,HOTEL,90,1,25,0,0
1813,1,HOTEL,91,1,71,0,1
1814,1,HOTEL,91,2,76,1,0
1815,1,APARTMENT,101,5,54,1,1
1816,1,HOTEL,98,2,175,0,0
1817,1,HOTEL,104,3,25,0,0
1818,2,HOTEL,93,1,183,1,1
1819,1,HOTEL,126,6,22,0,0
1820,1,HOTEL,107,3,45,0,1
1821,1,APART_HOTEL,94,1,45,0,0
1822,1,HOTEL,93,1,124,0,1
1823,1,HOTEL,114,2,42,0,1
1824,1,HOTEL,105,2,30,0,0
1825,1,APART_HOTEL,133,5,30,0,0
1826,1,HOTEL,91,1,74,0,0
1827,1,HOTEL,97,4,22,0,0
1828,1,HOTEL_RESORT,122,1,113,0,1
1829,1,APARTMENT,94,1,54,1,0
1830,1,HOTEL,97,1,34,0,0
1831,1,HOTEL,94,2,401,0,0
1832,1,HOTEL,94,2,401,0,0
1833,1,APARTMENT,91,1,27,1,1
1834,2,HOTEL,98,2,108,0,0
1835,1,HOTEL,93,1,88,0,0
1836,1,HOTEL,93,1,42,0,0
1837,1,HOTEL,111,3,66,1,0
1838,1,HOTEL,204,2,71,0,0
1839,1,HOTEL,94,1,204,0,1
1840,2,HOTEL,121,3,161,1,1
1841,1,HOTEL,90,1,45,0,0
1842,1,HOTEL,96,2,401,0,0
1843,1,UNKNOWN,129,8,39,0,0
1844,1,HOTEL_RESORT,101,2,88,0,0
1845,1,HOTEL,96,4,137,0,1
1846,2,HOTEL,100,1,124,0,1
1847,1,HOTEL,101,2,161,1,0
1848,1,APART_HOTEL,152,4,25,0,1
1849,1,HOTEL,98,2,113,0,0
1850,1,HOTEL_RESORT,96,3,35,0,0
1851,2,HOTEL,100,1,146,1,0
1852,1,HOTEL,93,1,204,0,1
1853,1,APART_HOTEL,93,1,54,1,0
1854,3,HOTEL,96,1,124,0,0
1855,1,HOTEL,97,3,45,0,1
1856,1,HOTEL,93,1,71,1,0
1857,1,HOTEL,98,3,103,1,1
1858,1,HOTEL,194,3,166,0,1
1859,1,HOTEL,90,1,108,1,0
1860,1,HOTEL,107,3,45,0,0
1861,2,HOTEL,101,2,124,0,0
1862,3,HOTEL,137,5,74,0,1
1863,1,HOTEL_RESORT,93,1,39,0,0
1864,2,APART_HOTEL,140,7,108,1,0
1865,2,HOTEL,98,1,47,0,1
1866,1,HOTEL,93,4,96,0,0
1867,2,HOTEL,94,1,401,0,0
1868,1,HOTEL,98,2,96,1,0
1869,1,APART_HOTEL,123,14,62,0,0
1870,1,APART_HOTEL,90,1,25,0,1
1871,1,HOTEL,107,9,74,0,0
1872,1,HOTEL,96,3,76,1,0
1873,1,APART_HOTEL,97,6,22,0,0
1874,1,HOTEL_RESORT,111,1,113,0,0
1875,1,HOTEL,91,3,39,0,1
1876,2,HOTEL,109,4,103,1,0
1877,2,MOTEL,97,2,25,0,1
1878,3,HOTEL,105,2,96,0,0
1879,1,HOTEL,98,3,175,0,0
1880,1,HOTEL,97,1,27,0,1
1881,1,HOTEL,90,1,22,0,1
1882,1,HOTEL,118,4,76,0,0
1883,1,HOTEL,91,1,62,0,0
1884,1,HOTEL_RESORT,97,3,22,0,0
1885,2,HOTEL,100,1,22,0,1
1886,1,HOTEL,93,1,105,1,1
1887,1,HOTEL,105,3,56,0,0
1888,1,HOTEL,91,1,183,1,0
1889,1,HOTEL,96,1,47,0,1
1890,1,HOTEL,93,1,124,0,0
1891,1,HOTEL,93,2,183,1,0
1892,4,HOTEL,172,4,42,0,0
1893,1,APARTMENT,127,5,34,0,1
1894,1,HOTEL_RESORT,91,1,25,0,0
1895,2,HOTEL,103,1,249,0,1
1896,1,HOTEL,90,1,56,1,0
1897,2,HOTEL,98,2,124,0,1
1898,1,HOTEL,94,1,175,0,1
1899,0,HOTEL,100,6,25,0,1
1900,1,APART_HOTEL,129,8,22,0,1
1901,2,HOTEL,100,6,54,0,1
1902,1,HOTEL,96,1,76,0,0
1903,3,HOTEL,100,1,34,0,0
1904,1,HOTEL_RESORT,91,4,27,0,0
1905,4,HOTEL_RESORT,93,1,249,0,1
1906,1,HOTEL,216,10,22,0,0
1907,1,HOTEL,101,3,166,0,0
1908,3,HOTEL,105,3,54,1,0
1909,2,HOTEL,94,3,79,0,0
1910,1,HOTEL,94,3,22,0,0
1911,1,HOTEL,91,1,35,0,0
1912,3,HOTEL,103,4,54,0,1
1913,1,HOTEL,90,1,71,0,1
1914,1,RESIDENCE,104,7,22,0,0
1915,1,HOTEL,91,1,25,0,0
1916,1,HOTEL,98,1,59,0,0
1917,2,HOTEL,105,2,112,0,1
1918,1,HOTEL,109,5,45,0,1
1919,2,HOTEL,97,1,124,0,1
1920,1,HOTEL_RESORT,252,2,113,0,1
1921,1,APART_HOTEL,104,5,45,1,1
1922,1,SUITE,93,1,45,1,1
1923,1,HOSTEL_BACKPACKER_ACCOMMODATION,94,6,22,0,1
1924,1,HOTEL,91,1,47,0,0
1925,1,HOTEL,96,1,47,0,1
1926,2,APART_HOTEL,179,6,25,0,1
1927,1,HOTEL,91,3,54,0,0
1928,1,APART_HOTEL,96,2,79,1,1
1929,1,HOTEL,90,1,112,1,0
1930,1,APART_HOTEL,104,4,79,1,1
1931,1,HOTEL,132,9,27,0,0
1932,1,HOTEL,96,1,45,1,0
1933,1,APARTMENT,101,1,103,0,0
1934,1,HOTEL,101,4,22,0,1
1935,1,HOTEL,96,1,68,0,1
1936,1,HOTEL,119,3,151,0,1
1937,1,HOTEL,91,1,183,1,0
1938,1,HOTEL,109,2,146,0,0
1939,1,HOTEL,91,5,22,0,0
1940,1,APARTMENT,137,5,34,0,0
1941,1,HOTEL,101,3,71,0,0
1942,2,HOTEL,121,4,22,0,0
1943,1,HOTEL,93,6,79,0,0
1944,2,HOTEL,130,5,22,0,0
1945,2,HOTEL,96,1,74,1,0
1946,2,HOTEL,93,1,22,0,0
1947,1,UNKNOWN,90,1,25,1,0
1948,2,HOTEL,96,1,35,1,0
1949,1,BED_BREAKFAST,93,4,22,0,0
1950,1,HOTEL,94,1,74,0,0
1951,2,HOTEL,141,4,96,1,1
1952,1,HOTEL,98,2,47,0,0
1953,3,HOSTEL_BACKPACKER_ACCOMMODATION,105,3,22,0,1
1954,2,HOTEL,156,3,66,0,0
1955,1,APART_HOTEL,144,5,39,0,0
1956,2,HOTEL,112,6,25,0,0
1957,1,HOTEL,101,2,35,0,0
1958,1,HOTEL,94,1,30,0,0
1959,1,HOTEL,98,1,71,1,0
1960,1,HOTEL,96,4,25,0,0
1961,1,APART_HOTEL,97,5,22,0,0
1962,1,HOTEL,122,3,45,0,0
1963,1,HOTEL,93,2,22,0,1
1964,1,APART_HOTEL,97,1,27,0,0
1965,1,HOTEL,96,1,204,0,0
1966,1,HOTEL,91,2,25,0,0
1967,1,APART_HOTEL,127,5,25,0,0
1968,3,APART_HOTEL,139,2,39,0,0
1969,1,HOTEL,90,1,22,0,0
1970,1,HOTEL,101,2,161,1,0
1971,1,UNKNOWN,100,3,34,0,0
1972,1,HOTEL,158,9,25,0,0
1973,1,HOTEL,145,9,204,0,1
1974,1,UNKNOWN,108,22,27,0,1
1975,1,HOTEL,94,2,22,0,0
